case	exact_test_key	old_digest	new_digest	changed	classification	text_changed	signal	before_frame	after_frame	before_style_dump	after_style_dump	before_ansi	after_ansi	before_html	after_html
tabs::focused	render::components::tabs::focused 40 10 paper mono	a26add1c3797f552	bb77aa02abb1525d	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__40x10__paper__mono.txt	after/frames/tabs--focused__40x10__paper__mono.txt	before/styles/tabs--focused__40x10__paper__mono.tsv	after/styles/tabs--focused__40x10__paper__mono.tsv	before/ansi/tabs--focused__40x10__paper__mono.ansi	after/ansi/tabs--focused__40x10__paper__mono.ansi	before/html/tabs--focused__40x10__paper__mono.html	after/html/tabs--focused__40x10__paper__mono.html
tabs::focused	render::components::tabs::focused 40 10 paper truecolor	2eb100378a3b3c43	86a9012d0bb33bd6	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__40x10__paper__truecolor.txt	after/frames/tabs--focused__40x10__paper__truecolor.txt	before/styles/tabs--focused__40x10__paper__truecolor.tsv	after/styles/tabs--focused__40x10__paper__truecolor.tsv	before/ansi/tabs--focused__40x10__paper__truecolor.ansi	after/ansi/tabs--focused__40x10__paper__truecolor.ansi	before/html/tabs--focused__40x10__paper__truecolor.html	after/html/tabs--focused__40x10__paper__truecolor.html
too_small::empty	render::components::too_small::empty 120 40 junie mono	d177c60d725d64aa	e37f4e0c8c41d85c	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__120x40__junie__mono.txt	after/frames/too_small--empty__120x40__junie__mono.txt						
too_small::empty	render::components::too_small::empty 120 40 junie truecolor	9ea56067744f820f	511be95f48f41361	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__120x40__junie__truecolor.txt	after/frames/too_small--empty__120x40__junie__truecolor.txt						
too_small::empty	render::components::too_small::empty 120 40 paper mono	90e5348a0528c210	64212d720d76624a	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__120x40__paper__mono.txt	after/frames/too_small--empty__120x40__paper__mono.txt						
too_small::empty	render::components::too_small::empty 120 40 paper truecolor	8f4dff939e99610b	8e35d33388e2d693	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__120x40__paper__truecolor.txt	after/frames/too_small--empty__120x40__paper__truecolor.txt						
too_small::empty	render::components::too_small::empty 40 10 junie mono	256562eec5d491f8	9dc2a8f43da5bbae	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__40x10__junie__mono.txt	after/frames/too_small--empty__40x10__junie__mono.txt						
too_small::empty	render::components::too_small::empty 40 10 junie truecolor	fce3d5f93630e6e2	6c9b7b495157c7c8	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__40x10__junie__truecolor.txt	after/frames/too_small--empty__40x10__junie__truecolor.txt						
too_small::empty	render::components::too_small::empty 40 10 paper mono	e185626efd6e123c	5384a23c1a196552	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__40x10__paper__mono.txt	after/frames/too_small--empty__40x10__paper__mono.txt						
too_small::empty	render::components::too_small::empty 40 10 paper truecolor	1c5bdeef8b58dbfe	b257d3ea9a3742e6	yes	required-product-copy	yes	textual-or-layout	before/frames/too_small--empty__40x10__paper__truecolor.txt	after/frames/too_small--empty__40x10__paper__truecolor.txt						
tree::focused	render::components::tree::focused 120 40 junie mono	baf575f7ba6f2151	e5b2eaefd20a3ba3	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__120x40__junie__mono.txt	after/frames/tree--focused__120x40__junie__mono.txt						
tree::focused	render::components::tree::focused 120 40 junie truecolor	166c4078d8671dfc	b8b1254d9cfd7c01	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__120x40__junie__truecolor.txt	after/frames/tree--focused__120x40__junie__truecolor.txt						
tree::focused	render::components::tree::focused 120 40 paper mono	b309aa954616d2e7	ddd2b66dfd9f29a9	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__120x40__paper__mono.txt	after/frames/tree--focused__120x40__paper__mono.txt						
tree::focused	render::components::tree::focused 120 40 paper truecolor	3a2c6b7f8f1e5356	40b366aea23f8f40	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__120x40__paper__truecolor.txt	after/frames/tree--focused__120x40__paper__truecolor.txt						
tree::focused	render::components::tree::focused 40 10 junie mono	9f3018afbf450231	cd6c84fa7054e443	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__40x10__junie__mono.txt	after/frames/tree--focused__40x10__junie__mono.txt						
tree::focused	render::components::tree::focused 40 10 junie truecolor	f152f9641779aefc	6d1009f067c4ee61	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__40x10__junie__truecolor.txt	after/frames/tree--focused__40x10__junie__truecolor.txt						
tree::focused	render::components::tree::focused 40 10 paper mono	10dbf2bf094ddac7	63ef25370357eac9	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__40x10__paper__mono.txt	after/frames/tree--focused__40x10__paper__mono.txt						
tree::focused	render::components::tree::focused 40 10 paper truecolor	a577044e5105f946	4d6c410e7bcef100	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--focused__40x10__paper__truecolor.txt	after/frames/tree--focused__40x10__paper__truecolor.txt						
tree::pressed	render::components::tree::pressed 120 40 junie mono	baf575f7ba6f2151	32c991e08f7218b7	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__120x40__junie__mono.txt	after/frames/tree--pressed__120x40__junie__mono.txt						
tree::pressed	render::components::tree::pressed 120 40 junie truecolor	166c4078d8671dfc	be60fff850ff10b1	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__120x40__junie__truecolor.txt	after/frames/tree--pressed__120x40__junie__truecolor.txt						
tree::pressed	render::components::tree::pressed 120 40 paper mono	b309aa954616d2e7	a234dd37f17adfd5	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__120x40__paper__mono.txt	after/frames/tree--pressed__120x40__paper__mono.txt						
tree::pressed	render::components::tree::pressed 120 40 paper truecolor	3a2c6b7f8f1e5356	c71c814cb631763c	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__120x40__paper__truecolor.txt	after/frames/tree--pressed__120x40__paper__truecolor.txt						
tree::pressed	render::components::tree::pressed 40 10 junie mono	9f3018afbf450231	d564b4e12c5e7757	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__40x10__junie__mono.txt	after/frames/tree--pressed__40x10__junie__mono.txt						
tree::pressed	render::components::tree::pressed 40 10 junie truecolor	f152f9641779aefc	8288a2cb3bdacaf1	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__40x10__junie__truecolor.txt	after/frames/tree--pressed__40x10__junie__truecolor.txt						
tree::pressed	render::components::tree::pressed 40 10 paper mono	10dbf2bf094ddac7	74af3c0a584f7bf5	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__40x10__paper__mono.txt	after/frames/tree--pressed__40x10__paper__mono.txt						
tree::pressed	render::components::tree::pressed 40 10 paper truecolor	a577044e5105f946	aafe25e70e7776bc	yes	owned-cursor-state	yes	textual-or-layout	before/frames/tree--pressed__40x10__paper__truecolor.txt	after/frames/tree--pressed__40x10__paper__truecolor.txt						
wizard::disabled	render::components::wizard::disabled 120 40 junie mono	7d73dde4a86214d0	7d73dde4a86214d0	no	disabled-step-state	no	unchanged	before/frames/wizard--disabled__120x40__junie__mono.txt	after/frames/wizard--disabled__120x40__junie__mono.txt						
wizard::disabled	render::components::wizard::disabled 120 40 junie truecolor	8862c8bb099345a8	90c773fd36d4febe	yes	disabled-step-state	no	style-only-ambiguous	before/frames/wizard--disabled__120x40__junie__truecolor.txt	after/frames/wizard--disabled__120x40__junie__truecolor.txt	before/styles/wizard--disabled__120x40__junie__truecolor.tsv	after/styles/wizard--disabled__120x40__junie__truecolor.tsv	before/ansi/wizard--disabled__120x40__junie__truecolor.ansi	after/ansi/wizard--disabled__120x40__junie__truecolor.ansi	before/html/wizard--disabled__120x40__junie__truecolor.html	after/html/wizard--disabled__120x40__junie__truecolor.html
wizard::disabled	render::components::wizard::disabled 120 40 paper mono	cea8729184babed8	cea8729184babed8	no	disabled-step-state	no	unchanged	before/frames/wizard--disabled__120x40__paper__mono.txt	after/frames/wizard--disabled__120x40__paper__mono.txt						
wizard::disabled	render::components::wizard::disabled 120 40 paper truecolor	2a9991ed121f720a	b90251c0e0b41a77	yes	disabled-step-state	no	style-only-ambiguous	before/frames/wizard--disabled__120x40__paper__truecolor.txt	after/frames/wizard--disabled__120x40__paper__truecolor.txt	before/styles/wizard--disabled__120x40__paper__truecolor.tsv	after/styles/wizard--disabled__120x40__paper__truecolor.tsv	before/ansi/wizard--disabled__120x40__paper__truecolor.ansi	after/ansi/wizard--disabled__120x40__paper__truecolor.ansi	before/html/wizard--disabled__120x40__paper__truecolor.html	after/html/wizard--disabled__120x40__paper__truecolor.html
wizard::disabled	render::components::wizard::disabled 40 10 junie mono	0fc62cbad509b9a8	0fc62cbad509b9a8	no	disabled-step-state	no	unchanged	before/frames/wizard--disabled__40x10__junie__mono.txt	after/frames/wizard--disabled__40x10__junie__mono.txt						
wizard::disabled	render::components::wizard::disabled 40 10 junie truecolor	570b446a1182977c	6daf3224d1a22432	yes	disabled-step-state	no	style-only-ambiguous	before/frames/wizard--disabled__40x10__junie__truecolor.txt	after/frames/wizard--disabled__40x10__junie__truecolor.txt	before/styles/wizard--disabled__40x10__junie__truecolor.tsv	after/styles/wizard--disabled__40x10__junie__truecolor.tsv	before/ansi/wizard--disabled__40x10__junie__truecolor.ansi	after/ansi/wizard--disabled__40x10__junie__truecolor.ansi	before/html/wizard--disabled__40x10__junie__truecolor.html	after/html/wizard--disabled__40x10__junie__truecolor.html
wizard::disabled	render::components::wizard::disabled 40 10 paper mono	aef7e3721926bf98	aef7e3721926bf98	no	disabled-step-state	no	unchanged	before/frames/wizard--disabled__40x10__paper__mono.txt	after/frames/wizard--disabled__40x10__paper__mono.txt						
wizard::disabled	render::components::wizard::disabled 40 10 paper truecolor	5e4c34fbf5f8830a	c13210f100dcfcab	yes	disabled-step-state	no	style-only-ambiguous	before/frames/wizard--disabled__40x10__paper__truecolor.txt	after/frames/wizard--disabled__40x10__paper__truecolor.txt	before/styles/wizard--disabled__40x10__paper__truecolor.tsv	after/styles/wizard--disabled__40x10__paper__truecolor.tsv	before/ansi/wizard--disabled__40x10__paper__truecolor.ansi	after/ansi/wizard--disabled__40x10__paper__truecolor.ansi	before/html/wizard--disabled__40x10__paper__truecolor.html	after/html/wizard--disabled__40x10__paper__truecolor.html
wizard::focused	render::components::wizard::focused 120 40 junie mono	493c6b527c9bb2b8	eec1b3045dc3750f	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__120x40__junie__mono.txt	after/frames/wizard--focused__120x40__junie__mono.txt						
wizard::focused	render::components::wizard::focused 120 40 junie truecolor	8862c8bb099345a8	770d30d37083e354	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__120x40__junie__truecolor.txt	after/frames/wizard--focused__120x40__junie__truecolor.txt						
wizard::focused	render::components::wizard::focused 120 40 paper mono	1f9a6c68f96d1140	2bec68d6975dece7	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__120x40__paper__mono.txt	after/frames/wizard--focused__120x40__paper__mono.txt						
wizard::focused	render::components::wizard::focused 120 40 paper truecolor	2a9991ed121f720a	4acd89c8d20d920e	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__120x40__paper__truecolor.txt	after/frames/wizard--focused__120x40__paper__truecolor.txt						
wizard::focused	render::components::wizard::focused 40 10 junie mono	460f5c1ee441a9e0	eb64cda10c4e05bf	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__40x10__junie__mono.txt	after/frames/wizard--focused__40x10__junie__mono.txt						
wizard::focused	render::components::wizard::focused 40 10 junie truecolor	570b446a1182977c	dee1c8af9136ca48	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__40x10__junie__truecolor.txt	after/frames/wizard--focused__40x10__junie__truecolor.txt						
wizard::focused	render::components::wizard::focused 40 10 paper mono	526eebbd75b93920	ffa53a4450e901af	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__40x10__paper__mono.txt	after/frames/wizard--focused__40x10__paper__mono.txt						
wizard::focused	render::components::wizard::focused 40 10 paper truecolor	5e4c34fbf5f8830a	d5454e7f2ad9a586	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--focused__40x10__paper__truecolor.txt	after/frames/wizard--focused__40x10__paper__truecolor.txt						
wizard::pressed	render::components::wizard::pressed 120 40 junie mono	cef09389d9540263	eec1b3045dc3750f	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__120x40__junie__mono.txt	after/frames/wizard--pressed__120x40__junie__mono.txt						
wizard::pressed	render::components::wizard::pressed 120 40 junie truecolor	8862c8bb099345a8	770d30d37083e354	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__120x40__junie__truecolor.txt	after/frames/wizard--pressed__120x40__junie__truecolor.txt						
wizard::pressed	render::components::wizard::pressed 120 40 paper mono	d8149fca0267121b	2bec68d6975dece7	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__120x40__paper__mono.txt	after/frames/wizard--pressed__120x40__paper__mono.txt						
wizard::pressed	render::components::wizard::pressed 120 40 paper truecolor	2a9991ed121f720a	4acd89c8d20d920e	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__120x40__paper__truecolor.txt	after/frames/wizard--pressed__120x40__paper__truecolor.txt						
wizard::pressed	render::components::wizard::pressed 40 10 junie mono	d82168f7118bd853	eb64cda10c4e05bf	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__40x10__junie__mono.txt	after/frames/wizard--pressed__40x10__junie__mono.txt						
wizard::pressed	render::components::wizard::pressed 40 10 junie truecolor	570b446a1182977c	dee1c8af9136ca48	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__40x10__junie__truecolor.txt	after/frames/wizard--pressed__40x10__junie__truecolor.txt						
wizard::pressed	render::components::wizard::pressed 40 10 paper mono	a69de91c023b557b	ffa53a4450e901af	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__40x10__paper__mono.txt	after/frames/wizard--pressed__40x10__paper__mono.txt						
wizard::pressed	render::components::wizard::pressed 40 10 paper truecolor	5e4c34fbf5f8830a	d5454e7f2ad9a586	yes	current-step-state	yes	textual-or-layout	before/frames/wizard--pressed__40x10__paper__truecolor.txt	after/frames/wizard--pressed__40x10__paper__truecolor.txt						
